id,substance,other_names,used_for
29606-79-9,ISOPULEGONE,"ISOPULEGONE; P-MENTH-8-EN-3-ONE, TRANS; 1-METHYL-4-ISOPROPENYL-3-CYCLOHEXANONE; 8(9)-P-MENTHEN-3-ONE, DELTA; 1-ISOPROPYL-4-METHYL-2-CYCLOHEXANONE; CYCLOHEXANONE, 5-METHYL-2-(1-METHYLETHENYL)-, TRANS; 5-METHYL-2-(1-METHYLETHENYL)CYCLOHEXANONE, TRANS",FLAVORING AGENT OR ADJUVANT
89-49-6,ISOPULEGYL ACETATE,"ISOPULEGYL ACETATE; 1-METHYL-4-ISOPROPENYLCYCLOHEXAN-3-YL ACETATE; P-MENTH-8-EN-3-YL ACETATE; ISOPROPENYLCYCLOHEXAN-3-YL ACETATE; CYCLOHEXANOL, 5-METHYL-2-(1-METHYLETHENYL), ACETATE; 5-METHYL-2-(1-METHYLETHENYL)CYCLOHEXYL ACETATE",FLAVORING AGENT OR ADJUVANT
977187-64-6,"ISOQUERCITRIN, ENZYMATICALLY MODIFIED","ISOQUERCITRIN, ENZYMATICALLY MODIFIED; InChI=1S/C21H20O12/c22-6-12(27)19-16(29)17(30)21(32-19)33-20-15(28)14-11(26)4-8(23)5-13(14)31-18(20)7-1-2-9(24)10(25)3-7/h1-5,12,16-17,19,21-27,29-30H,6H2/t12-,16-,17-,19-,21+/m1/s1; InChiKey=OPJZLUXFQFQYAI-GNPVFZCLSA-N; alpha-glycosyl isoquercitrin; Sanmelin AO 1007",FLAVORING AGENT OR ADJUVANT
119-65-3,ISOQUINOLINE,"ISOQUINOLINE; 2-BENZAZINE; BENZO(C)PYRIDINE; 3,4-BENZOPYRIDINE; 2-AZANAPHTHALENE; BENZOPYRIDINE; QUINOLINE, BETA",FLAVORING AGENT OR ADJUVANT
3842-03-3,ISOVALERALDEHYDE DIETHYL ACETAL,"3-METHYLBUTYRALDEHYDE DIETHYL ACETAL; butane, 1,1-diethoxy-3-methyl; 1,1-diethoxy-3-methylbutane; isovaleraldehyde, diethyl acetal; isovaleraldehyde diethyl acetal; InChI=1S/C9H20O2/c1-5-10-9(11-6-2)7-8(3)4/h8-9H,5-7H2,1-4H3; InChIKey: DDGBOLJFAMEBOE-UHFFFAOYSA-N",FLAVORING AGENT OR ADJUVANT
977188-22-9,ISOVALERALDEHYDE GLYCERYL ACETAL,3-METHYLBUTYRALDEHYDE GLYCERYL ACETAL; isovaleraldehyde glyceryl acetal,FLAVORING AGENT OR ADJUVANT
503-74-2,ISOVALERIC ACID,"ISOVALERIC ACID; ISOPROPYLACETIC ACID; 3-METHYLBUTANOIC ACID; ISOPENTANOIC ACID; DELPHINIC ACID; BETA-METHYLBUTYRIC ACID; ISOVALERIANIC ACID; ISOBUTYLFORMIC ACID; 3-METHYLBUTYRIC ACID; BUTANOIC ACID, 3-METHYL",FLAVORING AGENT OR ADJUVANT
977091-61-4,IVA (ACHILLEA MOSCHATA JACQ.),IVA; ACHILLEA MOSCHATA; MUSK YARROW,FLAVORING AGENT OR ADJUVANT
977091-62-5,"IVA, EXTRACT (ACHILLEA MOSCHATA JACQ.)",IVA EXTRACT; ACHILLEA MOSCHATA EXTRACT,FLAVORING AGENT OR ADJUVANT
977162-66-5,JAMBU OLEORESIN,PARA CRESS OLEORESIN; SPILANTHES ACMELLA OLEORESIN; JAMBU OLEORESIN,FLAVORING AGENT OR ADJUVANT
977146-68-1,"JASMINE, ABSOLUTE (JASMINUM SPP.)",JASMINE ABSOLUTE; JASMINUM GRANDIFLORUM ABSOLUTE,FLAVORING AGENT OR ADJUVANT
977125-38-4,"JASMINE, CONCRETE (JASMINUM SPP.)",JASMINE CONCRETE; JASMINUM GRANDIFLORUM CONCRETE,FLAVORING AGENT OR ADJUVANT
8022-96-6,"JASMINE, OIL (JASMINUM GRANDIFLORUM L.)","JASMINE OIL; OILS, JASMINE; JASMINUM GRANDIFLORUM OIL; JASMINUM OFFICINALE OIL",FLAVORING AGENT OR ADJUVANT
977038-79-1,"JASMINE, SPIRITUS (JASMINUM GRANDIFLORUM L.)","JASMINE SPIRIT; JASMINE, SPIRITUS; JASMINUM GRANDIFLORUM SPIRIT",FLAVORING AGENT OR ADJUVANT
488-10-8,"JASMONE, CIS-","JASMONE; 3-METHYL-2-(2-PENTENYL)-2-CYCLOPENTEN-1-ONE, (Z); JASMONE, CIS; 2-CYCLOPENTEN-1-ONE, 3-METHYL-2-(2-PENTENYL)-, (Z); 2-CYCLOPENTEN-1-ONE, 3-METHYL-2-(2Z)-2-PENTENYL; 3-METHYL-2-(2Z)-2-PENTENYL-2-CYCLOPENTEN-1-ONE; JASMONE, (Z)",FLAVORING AGENT OR ADJUVANT
977011-44-1,"JELUTONG (DYERA COSTULATA HOOK, F. AND D. LOWII HOOK, F.)",JELUTONG,MASTICATORY SUBSTANCE; WASHING OR SURFACE REMOVAL AGENT
977038-80-4,JUNIPER (BERRIES) (JUNIPERUS COMMUNIS L.),JUNIPER BERRY; JUNIPERUS COMMUNIS BERRY,FLAVORING AGENT OR ADJUVANT
84603-69-0,"JUNIPER, EXTRACT (JUNIPERUS COMMUNIS L.)","JUNIPER EXTRACT; JUNIPERUS COMMUNIS EXTRACT; JUNIPER, JUNIPERUS COMMUNIS, EXT.",FLAVORING AGENT OR ADJUVANT
8002-68-4,JUNIPER OIL (JUNIPERUS COMMUNIS L.),"JUNIPER OIL; OILS, JUNIPER; JUNIPERUS COMMUNIS OIL",FLAVORING AGENT OR ADJUVANT
977001-75-4,KELP,KELP; VARECH (LAMINARIA SPP.),FLAVORING AGENT OR ADJUVANT
34619-12-0,2-KETO-4-BUTANETHIOL,"4-MERCAPTO-2-BUTANONE; 2-KETO-4-BUTANETHIOL; 2-BUTANONE, 4-MERCAPTO",FLAVORING AGENT OR ADJUVANT
600-18-0,ALPHA-KETOBUTYRIC ACID,"2-OXOBUTYRIC ACID; ALPHA-KETOBUTYRIC ACID; 2-KETOBUTYRIC ACID; BUTANOIC ACID, 2-OXO; BUTYRIC ACID, 2-OXO; ALPHA-OXOBUTYRIC ACID; 2-OXOBUTANOIC ACID; 3-METHYLPYRUVIC ACID",FLAVOR ENHANCER; FLAVORING AGENT OR ADJUVANT
68916-19-8,"KOLA NUT, EXTRACT (COLA ACUMINATA SCHOTT ET ENDL.)","KOLA NUT EXTRACT; KOLA EXTRACT; COLA EXTRACT; COLA (GENUS), EXT.",FLAVORING AGENT OR ADJUVANT
977046-98-2,"LABDANUM, ABSOLUTE (CISTUS SPP.)",LABDANUM ABSOLUTE; CISTUS ABSOLUTE,FLAVORING AGENT OR ADJUVANT
8016-26-0,"LABDANUM, OIL (CISTUS SPP.)","LABDANUM OIL; CISTOL; CISTUS OIL; RESIN CISTUS LABDANUM; OILS, LABDANUM; AMBREINE OIL",FLAVORING AGENT OR ADJUVANT
977092-72-0,"LABDANUM, OLEORESIN (CISTUS SPP.)",LABDANUM OLEORESIN; CISTUS OLEORESIN,FLAVORING AGENT OR ADJUVANT
9013-90-5,LACTALBUMIN,LACTALBUMIN; LACTALBUMINS,FORMULATION AID; NUTRIENT SUPPLEMENT; PH CONTROL AGENT
977051-00-5,LACTALBUMIN PHOSPHATE,LACTALBUMIN PHOSPHATE,
977090-10-0,LACTASE FROM SACCHAROMYCES FRAGILIS,"BETA-D-GALACTOSIDASE, KLUYVEROMYCES FRAGILIS; LACTASE, SACCHAROMYCES FRAGILIS; LACTASE, KLUYVEROMYCES FRAGILIS; KLUYVEROMYCES FRAGILIS BETA-D-GALACTOSIDASE",ENZYME
977090-11-1,LACTASE FROM SACCHAROMYCES (KLUYVEROMYCES) LACTIS,"BETA-D-GALACTOSIDASE, KLUYVEROMYCES MARXIANUS VAR. LACTIS; BETA-D-GALACTOSIDASE, KLUYVEROMYCES LACTIS; BETA-D-GALACTOSIDASE, SACCHAROMYCES LACTIS; GALACTOSIDE GALACTOHYDROLASE, BETA-D-, KLUYVEROMYCES LACTIS; LACTASE, SACCHAROMYCES LACTIS; LACTASE, KLUYVEROMYCES LACTIS; LACTASE, KLUYVEROMYCES MARXIANUS VAR. LACTIS; KLUYVEROMYCES MARXIANUS VAR. LACTIS BETA-D-GALACTOSIDASE",ENZYME
977166-26-9,"LACTASE PREPARATION, CANDIDA PSEUDOTROPICALIS","BETA-D-GALACTOSIDASE, CANDIDA KEFYR; BETA-GALACTOSIDASE, CANDIDA KEFYR; BETA-D-GALACTOSIDASE, CANDIDA PSEUDOTROPICALIS; CANDIDA KEFYR LACTASE; CANDIDA KEFYR BETA-D-GALACTOSIDASE; GALACTOSIDASE, BETA-, CANDIDA KEFYR; LACTASE, CANDIDA PSEUDOTROPICALIS; LACTASE, CANDIDA KEFYR",ENZYME
63-42-3,LACTOSE,"LACTOSE; MILK SUGAR; LACTOSE, ANHYDROUS; 4-O-BETA-D-GALACTOPYRANOSYL-D-GLUCOSE; LACTOSE, D-(+); D-GLUCOSE, 4-O-BETA-D-GALACTOPYRANOSYL",FLAVOR ENHANCER; FLAVORING AGENT OR ADJUVANT; FORMULATION AID; LUBRICANT OR RELEASE AGENT; MALTING OR FERMENTING AID; NUTRITIVE SWEETENER; OXIDIZING OR REDUCING AGENT; SOLVENT OR VEHICLE; STABILIZER OR THICKENER; SURFACE-ACTIVE AGENT
977126-93-4,"LACTOSE, HYDROLYZED","HYDROLYZED LACTOSE; LACTOSE, HYDROLYZED",NUTRITIVE SWEETENER
5422-34-4,N-LACTOYL ETHANOLAMINE,"MONOETHANOLAMINE LACTAMIDE; MONOETHANOLAMINE 2-HYDROXYPROPANAMIDE; LACTAMIDE, N-(2-HYDROXYETHYL); PROPANAMIDE, 2-HYDROXY-N-(2-HYDROXYETHYL); N-(2-HYDROXYETHYL) LACTAMIDE; N-(BETA-HYDROXYETHYL)-2-HYDROXYPROPIONAMIDE; N-(BETA-HYDROXYETHYL) LACTAMIDE; 2-HYDROXY-N-(2-HYDROXYETHYL)PROPANAMIDE; 2-HYDROXY-N-(2-HYDROXYETHYL)PROPANAMIDE, (+-)",FLAVORING AGENT OR ADJUVANT
782498-03-7,N-LACTOYL ETHANOLAMINE PHOSPHATE,,FLAVORING AGENT OR ADJUVANT
977050-66-0,LACTYLATED FATTY ACID ESTERS OF GLYCEROL AND PROPYLENE GLYCOL,"FATTY ACIDS, GLYCEROL AND PROPYLENE GLYCOL ESTERS, LACTYLATED; LACTYLATED FATTY ACID ESTERS OF GLYCEROL AND PROPYLENE GLYCOL",EMULSIFIER OR EMULSIFIER SALT; FORMULATION AID; SURFACE-ACTIVE AGENT
977050-67-1,LACTYLIC ESTERS OF FATTY ACIDS,"FATTY ACIDS, LACTYLIC ESTERS; LACTYLIC FATTY ACID ESTERS",EMULSIFIER OR EMULSIFIER SALT; FORMULATION AID; SURFACE-ACTIVE AGENT
8020-84-6,LANOLIN,LANOLIN; WOOL WAX,MASTICATORY SUBSTANCE
977051-01-6,LAUREL BERRIES (LAURUS NOBILIS L.),"BAY BERRY, SWEET; BAY LAUREL BERRY; LAUREL BERRY; LAURUS NOBILIS BERRY",FLAVORING AGENT OR ADJUVANT
143-07-7,LAURIC ACID,LAURIC ACID; DODECANOIC ACID; C12 FATTY ACID; LAUROSTEARIC ACID; DODECOIC ACID; 1-UNDECANECARBOXYLIC ACID; NSC-5026,FLAVOR ENHANCER; FLAVORING AGENT OR ADJUVANT; LUBRICANT OR RELEASE AGENT; SURFACE-ACTIVE AGENT
112-54-9,LAURIC ALDEHYDE,LAURYL ALDEHYDE; ALDEHYDE C-12; DODECANAL; LAURALDEHYDE; LAURIC ALDEHYDE; C12 ALDEHYDE; DODECYL ALDEHYDE; 1-DODECANAL,FLAVORING AGENT OR ADJUVANT
120-40-1,LAUROYL DIETHANOLAMIDE,"LAUROYL DIETHANOLAMIDE; BIS(2-HYDROXYETHYL)LAURAMIDE; DIALKANOLAMIDE (METHYL LAURATE CONDENSED WITH DIETHANOLAMINE); DODECANAMIDE, N,N-BIS(2-HYDROXYETHYL); LAURIC DIETHANOLAMIDE; METHYL LAURATE-DIETHANOLAMINE CONDENSATE; LAURYL DIETHANOLAMIDE; N,N-BIS(2-HYDROXYETHYL)DODECANAMIDE; N,N-BIS(HYDROXYETHYL)LAURAMIDE",WASHING OR SURFACE REMOVAL AGENT
112-66-3,LAURYL ACETATE,"LAURYL ACETATE; DODECYL ACETATE; DODECANYL ACETATE; DODECANYL ETHANOATE; LAURYL ETHANOATE; ACETIC ACID, DODECYL ESTER; ACETATE C-12",FLAVORING AGENT OR ADJUVANT
112-53-8,LAURYL ALCOHOL,LAURYL ALCOHOL; ALCOHOL(C12); DODECYL ALCOHOL; 1-DODECANOL; LAUROYL ALCOHOL; UNDECYL CARBINOL; C12 ALCOHOL; FATTY ALCOHOL(C12); DODECANOL (1-DODECANOL),FLAVORING AGENT OR ADJUVANT
977183-98-4,LAVANDIN ABSOLUTE,LAVANDIN ABSOLUTE,
977183-99-5,"LAVANDIN, CONCRETE",LAVANDIN CONCRETE,
8022-15-9,"LAVANDIN, OIL","LAVANDIN OIL; LAVANDULA HYBRIDA OIL; OILS, LAVANDIN",FLAVORING AGENT OR ADJUVANT
977126-26-3,"LAVENDER, ABSOLUTE (LAVANDULA OFFICINALIS CHAIX)",LAVENDER ABSOLUTE; LAVANDULA OFFICINALIS ABSOLUTE,FLAVORING AGENT OR ADJUVANT
977089-32-9,"LAVENDER, CONCRETE (LAVANDULA OFFICINALIS CHAIX)",LAVENDER CONCRETE; LAVANDULA OFFICINALIS CONCRETE,FLAVORING AGENT OR ADJUVANT
977001-82-3,LAVENDER (LAVANDULA OFFICINALIS CHAIX),LAVENDER; LAVANDULA SPP.; LAVANDULA OFFICINALIS; GARDEN LAVENDER; TRUE LAVENDER; alfazema,FLAVORING AGENT OR ADJUVANT
8000-28-0,"LAVENDER, OIL (LAVANDULA OFFICINALIS CHAIX)","LAVENDER OIL; LAVANDULA OFFICINALIS OIL; LAVENDER FLOWER OIL; OILS, LAVENDER",FLAVORING AGENT OR ADJUVANT
977051-05-0,"LAVENDER, SPIKE (LAVANDULA LATIFOLIA BILL.)","LAVENDER, SPIKE; SPIKE LAVENDER; LAVANDULA LATIFOLIA; BROADLEAVED LAVENDER; SPIKE (HERB)",FLAVORING AGENT OR ADJUVANT
8016-78-2,"LAVENDER, SPIKE, OIL (LAVANDULA SPP.)","SPIKE LAVENDER OIL; LAVENDER, SPIKE, OIL; LAVENDER OIL, SPIKE; OILS, SPIKE; LAVANDULA LATIFOLIA OIL",FLAVORING AGENT OR ADJUVANT
977011-45-2,LECHE CASPI (COUMA MACROCARPA BARB. RODR.),LECHE CASPI; SORVA,MASTICATORY SUBSTANCE
977011-46-3,"LECHE DE VACA (BROSIMUM UTILE (H.B.K.) PITTIER, AND POULSENIA SPP.)",LECHE DE VACA,MASTICATORY SUBSTANCE
977092-75-3,"LECITHIN, BENZOYL PEROXIDE MODIFIED","LECITHIN, BENZOYL PEROXIDE MODIFIED",ANTIOXIDANT; EMULSIFIER OR EMULSIFIER SALT
977101-55-5,"LECITHIN, ENZYME-MODIFIED","LECITHIN, ENZYME-MODIFIED",EMULSIFIER OR EMULSIFIER SALT
977092-24-2,LECITHIN (VEGETABLE),"LECITHIN, VEGETABLE; PHYTOLECITHIN",ANTIOXIDANT; DRYING AGENT
977089-43-2,LEEK OIL,LEEK OIL,FLAVORING AGENT OR ADJUVANT
977091-76-1,LEMON ESSENCE,LEMON ESSENCE,FLAVORING AGENT OR ADJUVANT
84929-31-7,"LEMON, EXTRACT (CITRUS LIMON (L.) BURM. F.)","LEMON EXTRACT; LEMON, EXT.; CITRUS MEDICA VAR. LIMONUM EXTRACT",FLAVORING AGENT OR ADJUVANT
8007-02-1,"LEMON GRASS, OIL (CYMBOPOGON CITRATUS DC. AND CYMBOPOGON FLEXUOSUSSTAPF)","LEMON GRASS OIL; OILS, LEMONGRASS; CYMBOPOGON CITRATUS OIL; CYMBOPOGON FLEXUOSUS OIL",FLAVORING AGENT OR ADJUVANT
8008-56-8,"LEMON, OIL (CITRUS LIMON (L.) BURM. F.)","LEMON OIL; OILS, LEMON; OIL, LEMON; CITRUS MEDICA VAR. LIMONUM OIL",FLAVORING AGENT OR ADJUVANT
68648-39-5,"LEMON, OIL, TERPENELESS (CITRUS LIMON (L.) BURM. F.)","LEMON OIL, TERPENELESS; CEDRO OIL; OILS, LEMON, TERPENE-FREE",FLAVORING AGENT OR ADJUVANT
977091-77-2,LEMON PEEL EXTRACT,LEMON PEEL EXTRACT,FLAVORING AGENT OR ADJUVANT
977001-83-4,LEMON PEEL GRANULES,LEMON PEEL,FLAVORING AGENT OR ADJUVANT
68917-33-9,LEMON TERPENES,"LEMON TERPENE; TERPENES AND TERPENOIDS, LEMON-OIL",
977047-96-3,LEMON-VERBENA (LIPPIA CITRIODORA HBK.),"LEMON VERBENA; ALOYSIA CITRIODORA; LIPPIA CITRIODORA; ALOYSIA TRIPHYLLA; VERBENA, LEMON",FLAVORING AGENT OR ADJUVANT
8024-12-2,"LEMON VERBENA, OIL (LIPPIA CITRIODORA)","LEMON VERBENA OIL; VERBENA OIL; OILS, VERBENA; LIPPIA CITRIODORA OIL; ALOYSIA TRIPHYLLA OIL",FLAVORING AGENT OR ADJUVANT
491-35-0,LEPIDINE,"LEPIDINE; 4-METHYLQUINOLINE; CINCHOLEPIDINE; QUINOLINE, 4-METHYL; 4-LEPIDINE; LEPIDIN; GAMMA-METHYLQUINOLINE",
61-90-5,L-LEUCINE,"LEUCINE, L; L-LEUCINE; 2-AMINO-4-METHYLPENTANOIC ACID, (S); ALPHA-AMINOISOCAPROIC ACID; 2-AMINO-4-METHYLVALERIC ACID",FLAVOR ENHANCER; FLAVORING AGENT OR ADJUVANT; NUTRIENT SUPPLEMENT
123-76-2,LEVULINIC ACID,"LEVULINIC ACID; 4-OXOPENTANOIC ACID; BETA-ACETYLPROPIONIC ACID; 3-KETOBUTANE-1-CARBOXYLIC ACID; PENTANOIC ACID, 4-OXO; GAMMA-KETOVALERIC ACID; 3-ACETYLPROPIONIC ACID; 4-OXOVALERIC ACID; 4-KETOVALERIC ACID",FLAVOR ENHANCER; FLAVORING AGENT OR ADJUVANT
57-48-7,LEVULOSE,"FRUCTOSE; LEVULOSE; ARABINO-HEXULOSE, D; FRUCTOSE, D; D-FRUCTOSE; FRUIT SUGAR",FLAVOR ENHANCER; FLAVORING AGENT OR ADJUVANT; FORMULATION AID; NUTRITIVE SWEETENER; PROCESSING AID; SOLVENT OR VEHICLE; STABILIZER OR THICKENER; TEXTURIZER
7787-20-4,L-FENCHONE,"FENCHONE, L; bicyclo(2.2.1)-2-one, 1,3,3-trimethyl-, (1R,4S); 2-norbornanone, 1,3,3-trimethyl-, (1R,4S)-(-); 1,3,3-trimethyl-bicyclo(2.2.1)heptan-2-one, (1R,4S); 1,3,3-trimethyl-2-norbornanone, (1R,4S)-(-); InChI=1S/C10H16O/c1-9(2)7-4-5-10(3,6-7)8(9)11/h7H,4-6H2,1-3H3/t7-,10+/m0/s1; InChIKey: LHXDLQBQYFFVNW-OIBJUYFYSA-N",FLAVORING AGENT OR ADJUVANT
977070-62-4,LICORICE EXTRACT POWDER (GLYCYRRHIZA SPP.),"LICORICE EXTRACT, POWDERED; GLYCYRRHIZA EXTRACT, POWDERED; LICORICE EXTRACT POWDER",FLAVORING AGENT OR ADJUVANT; NON-NUTRITIVE SWEETENER
977004-31-1,LICORICE (GLYCYRRHIZA SPP.),LICORICE; GLYCYRRHIZA; GLYCYRRHIZA GLABRA; LICORICE ROOT; LIQUORICE; SWEETWOOD,FLAVOR ENHANCER; FLAVORING AGENT OR ADJUVANT
9005-53-2,LIGNIN,LIGNIN,
8061-51-6,LIGNIN SODIUM SULFONATE,"SODIUM LIGNOSULFONATE; LIGNIN SODIUM SULFONATE; LIGNOSULFONIC ACID, SODIUM SALT; POLIGNATE SODIUM; SODIUM POLIGNATE; SODIUM LIGNIN SULFONATE",BOILER WATER ADDITIVE
8062-15-5,LIGNOSULFONIC ACID,LIGNOSULFONIC ACID; LIGNOSULFONATE; LIGNIN SULFONATE; LIGNIN SULFATE,BOILER WATER ADDITIVE
977164-71-8,"LIME, ESSENCE",LIME ESSENCE,
977091-78-3,"LIME JUICE, DEHYDRATED","LIME JUICE, DEHYDRATED",FLAVORING AGENT OR ADJUVANT
8008-26-2,"LIME OIL, DISTILLED","LIME OIL, DISTILLED; OILS, LIME; OIL, LIME; CITRUS AURANTIFOLIA OIL, DISTILLED",FLAVORING AGENT OR ADJUVANT
977059-80-5,"LIME OIL, EXPRESSED","LIME OIL, EXPRESSED; EXTRACT, LIME OIL; LIME OIL, COLDPRESSED",FLAVORING AGENT OR ADJUVANT
68916-84-7,"LIME, OIL, TERPENELESS (CITRUS AURANTIFOLIA (CHRISTMAN) SWINGLE)","LIME OIL, TERPENELESS; CITRUS AURANTIFOLIA OIL, TERPENELESS; OILS, LIME, TERPENE-FREE",FLAVORING AGENT OR ADJUVANT
5989-27-5,D-LIMONENE,"LIMONENE, D; CAJEPUTENE; CARVENE; CYCLOHEXENE, 1-METHYL-4-(1-METHYLETHENYL)-, (R); 1-METHYL-4-(1-METHYLETHENYL)CYCLOHEXENE, (R); P-MENTHA-1,8-DIENE, (R)-(+); LIMONENE, (+); D-limonene",FLAVORING AGENT OR ADJUVANT
7705-14-8,DL-LIMONENE,"LIMONENE, DL; CYCLOHEXENE, 1-METHYL-4-(1-METHYLETHENYL)-, (+-); 1-METHYL-4-(1-METHYLETHENYL)CYCLOHEXENE, (+-); P-MENTHA-1,8-DIENE, (+-)",
5989-54-8,L-LIMONENE,"LIMONENE, L; CYCLOHEXENE, 1-METHYL-4-(1-METHYLETHENYL)-, (S); 1-METHYL-4-(1-METHYLETHENYL)CYCLOHEXENE, (S); P-MENTHA-1,8-DIENE, (S)-(-)",FLAVORING AGENT OR ADJUVANT
977051-12-9,"LINALOE WOOD, OIL (BURSERA DELPECHIANA POISS. AND OTHER BURSERA SPP.)",LINALOE WOOD OIL; BURSERA WOOD OIL,FLAVORING AGENT OR ADJUVANT
78-70-6,LINALOOL,"LINALOOL; 3,7-DIMETHYL-1,6-OCTADIEN-3-OL; LINALOL; LINALYL ALCOHOL; 1,6-OCTADIEN-3-OL, 3,7-DIMETHYL; 2,6-DIMETHYL-2,7-OCTADIEN-6-OL; LINALOOL, BETA",FLAVORING AGENT OR ADJUVANT
60047-17-8,LINALOOL OXIDE,"LINALOOL OXIDE; 2-METHYL-2-VINYL-5-(2-HYDROXY-2-PROPYL)TETRAHYDROFURAN; 2-VINYL-2-METHYL-5-(1'-HYDROXY-1'-METHYLETHYL)TETRAHYDROFURAN; 2-FURANMETHANOL, 5-ETHENYLTETRAHYDRO-ALPHA,ALPHA,5-TRIMETHYL; ALPHA,ALPHA,5-TRIMETHYL-5-VINYLTETRAHYDROFURFURYL ALCOHOL; 5-ETHENYLTETRAHYDRO-ALPHA,ALPHA,5-TRIMETHYL-2-FURANMETHANOL; EPOXYLINALOOL; LINALOOL OXIDE, FURANOID",FLAVORING AGENT OR ADJUVANT
14049-11-7,LINALOOL OXIDE PYRANOID,"LINALOOL OXIDE, PYRANOID; 2H-pyran-3-ol, 6-ethenyltetrahydro-2,2,6-trimethyl; 6-ethenyltetrahydro-2,2,6-trimethyl-2H-pyran-3-ol; 2H-pyran-3-ol, tetrahydro-2,2,6-trimethyl-6-vinyl; tetrahydro-2,2,6-trimethyl-6-vinyl-2H-pyran-3-ol; pyran-3-ol, tetrahydro-2,2,6-trimethyl-6-vinyl; tetrahydro-2,2,6-trimethyl-6-vinylpyran-3-ol",FLAVORING AGENT OR ADJUVANT
115-95-7,LINALYL ACETATE,"LINALYL ACETATE; BERGAMOL; 3,7-DIMETHYL-1,6-OCTADIEN-3-YL ACETATE; 1,6-OCTADIEN-3-OL, 3,7-DIMETHYL-, ACETATE",FLAVORING AGENT OR ADJUVANT
7149-26-0,LINALYL ANTHRANILATE,"LINALYL ANTHRANILATE; 3,7-DIMETHYL-1,6-OCTADIEN-3-YL 2-AMINOBENZOATE; 3,7-DIMETHYL-1,6-OCTADIEN-3-YL ANTHRANILATE; LINALYL O-AMINOBENZOATE; LINALYL 2-AMINOBENZOATE; 1,6-OCTADIEN-3-OL, 3,7-DIMETHYL-, 2-AMINOBENZOATE; ANTHRANILIC ACID, 1,5-DIMETHYL-1-VINYL-4-HEXENYL ESTER; 1,5-DIMETHYL-1-VINYL-4-HEXENYL ANTHRANILATE; ANTHRANILIC ACID, LINALYL ESTER",FLAVORING AGENT OR ADJUVANT
126-64-7,LINALYL BENZOATE,"LINALYL BENZOATE; 3,7-DIMETHYL-1,6-OCTADIEN-3-YL BENZOATE; 1,6-OCTADIEN-3-OL, 3,7-DIMETHYL-, BENZOATE",FLAVORING AGENT OR ADJUVANT
78-36-4,LINALYL BUTYRATE,"LINALYL BUTYRATE; 3,7-DIMETHYL-1,6-OCTADIEN-3-YL BUTANOATE; 3,7-DIMETHYL-1,6-OCTADIEN-3-YL BUTYRATE; BUTANOIC ACID, 1-ETHENYL-1,5-DIMETHYL-4-HEXENYL ESTER; 1-ETHENYL-1,5-DIMETHYL-4-HEXENYL BUTANOATE; BUTYRIC ACID, 1,5-DIMETHYL-1-VINYL-4-HEXENYL ESTER; 1,5-DIMETHYL-1-VINYL-4-HEXENYL BUTYRATE; 1,6-OCTADIEN-3-OL, 3,7-DIMETHYL-, BUTYRATE; LINALYL BUTANOATE; BUTYRIC ACID LINALYL ESTER",FLAVORING AGENT OR ADJUVANT
78-37-5,LINALYL CINNAMATE,"LINALYL CINNAMATE; 3,7-DIMETHYL-1,6-OCTADIEN-3-YL CINNAMATE; 3,7-DIMETHYL-1,6-OCTADIEN-3-YL BETA-PHENYLACRYLATE; 3,7-DIMETHYL-1,6-OCTADIEN-3-YL 3-PHENYLPROPENOATE; LINALYL 3-PHENYLPROPENOATE; 2-PROPENOIC ACID, 3-PHENYL-, 1-ETHENYL-1,5-DIMETHYL-4-HEXENYL ESTER; 1-ETHENYL-1,5-DIMETHYL-4-HEXENYL 3-PHENYL-2-PROPENOATE; CINNAMIC ACID, 1,5-DIMETHYL-1-VINYL-4-HEXENYL ESTER; 1,5-DIMETHYL-1-VINYL-4-HEXENYL CINNAMATE",FLAVORING AGENT OR ADJUVANT
115-99-1,LINALYL FORMATE,"LINALYL FORMATE; 3,7-DIMETHYL-1,6-OCTADIEN-3-YL FORMATE; 1,6-OCTADIEN-3-OL, 3,7-DIMETHYL-, FORMATE",FLAVORING AGENT OR ADJUVANT
7779-23-9,LINALYL HEXANOATE,"LINALYL HEXANOATE; 3,7-DIMETHYL-1,6-OCTADIEN-3-YL HEXANOATE; LINALYL CAPROATE; LINALYL CAPRONATE; LINALYL HEXOATE; HEXANOIC ACID, 1-ETHENYL-1,5-DIMETHYL-4-HEXENYL ESTER; 1-ETHENYL-1,5-DIMETHYL-4-HEXENYL HEXANOATE; HEXANOIC ACID, 1,5-DIMETHYL-1-VINYL-4-HEXENYL ESTER; 1,5-DIMETHYL-1-VINYL-4-HEXENYL HEXANOATE",FLAVORING AGENT OR ADJUVANT
