id,substance,other_names,used_for
541-15-1,L-CARNITINE,"CARNITINE; 1-PROPANAMINIUM, 3-CARBOXY-2-HYDROXY-N,N,N-TRIMETHYL-, INNER SALT, (2R); CARNITINE, (-); AMMONIUM, (3-CARBOXY-2-HYDROXYPROPYL)TRIMETHYL-, HYDROXIDE, INNER SALT, L; VITAMIN BT; LEVOCARNITINE",NUTRIENT SUPPLEMENT
84961-45-5,"CAROB BEAN, EXTRACT (CERATONIA SILIQUA L.)","CAROB BEAN EXTRACT; LOCUST BEAN EXTRACT; ST. JOHN'S BREAD EXTRACT; CERATONIA SILIQUA EXTRACT; CERATONIA SILIQUA, EXT.",FLAVORING AGENT OR ADJUVANT
60063-90-3,"CARRAGEENAN, AMMONIUM SALT OF","AMMONIUM CARRAGEENAN; CARRAGEENAN, AMMONIUM SALT; AMMONIUM CARRAGEENATE; CARRAGEENHAN, AMMONIUM",EMULSIFIER OR EMULSIFIER SALT; STABILIZER OR THICKENER
977089-28-3,"CARRAGEENAN, AMMONIUM SALT OF, WITH POLYSORBATE 80","AMMONIUM CARRAGEENAN WITH POLYSORBATE 80; CARRAGEENAN, AMMONIUM SALT WITH POLYSORBATE 80",EMULSIFIER OR EMULSIFIER SALT; STABILIZER OR THICKENER
9049-05-2,"CARRAGEENAN, CALCIUM SALT OF","CALCIUM CARRAGEENAN; CARRAGEENAN, CALCIUM SALT; CARRAGEENAN, CALCIUM",EMULSIFIER OR EMULSIFIER SALT; STABILIZER OR THICKENER
977089-29-4,"CARRAGEENAN, CALCIUM SALT OF, WITH POLYSORBATE 80","CALCIUM CARRAGEENAN WITH POLYSORBATE 80; CARRAGEENAN, CALCIUM SALT WITH POLYSORBATE 80",EMULSIFIER OR EMULSIFIER SALT; STABILIZER OR THICKENER
64366-24-1,"CARRAGEENAN, POTASSIUM SALT OF","POTASSIUM CARRAGEENAN; CARRAGEENAN, POTASSIUM SALT",EMULSIFIER OR EMULSIFIER SALT; STABILIZER OR THICKENER
977089-30-7,"CARRAGEENAN, POTASSIUM SALT OF, WITH POLYSORBATE 80","POTASSIUM CARRAGEENAN WITH POLYSORBATE 80; CARRAGEENAN, POTASSIUM SALT WITH POLYSORBATE 80",EMULSIFIER OR EMULSIFIER SALT; STABILIZER OR THICKENER
977043-70-1,CARRAGEENAN SALTS WITH POLYSORBATE 80,CARRAGEENAN SALT WITH POLYSORBATE 80,DRYING AGENT
9061-82-9,"CARRAGEENAN, SODIUM SALT OF","SODIUM CARRAGEENAN; CARRAGEENAN, SODIUM SALT",FLAVOR ENHANCER; FLAVORING AGENT OR ADJUVANT; STABILIZER OR THICKENER
977089-31-8,"CARRAGEENAN, SODIUM SALT OF, WITH POLYSORBATE 80","SODIUM CARRAGEENAN WITH POLYSORBATE 80; CARRAGEENAN, SODIUM SALT WITH POLYSORBATE 80",EMULSIFIER OR EMULSIFIER SALT; STABILIZER OR THICKENER
977043-68-7,CARRAGEENAN WITH POLYSORBATE 80,CARRAGEENAN WITH POLYSORBATE 80,EMULSIFIER OR EMULSIFIER SALT; STABILIZER OR THICKENER
8015-88-1,"CARROT, OIL (DAUCUS CAROTA L.)","CARROT OIL; WILD CARROT OIL; QUEEN ANN'S LACE OIL; CARROT SEED OIL; OILS, CARROT; DAUCUS CAROTA OIL; OIL, CARROT (CARROT OLEORESINS)",COLOR OR COLORING ADJUNCT; FLAVORING AGENT OR ADJUVANT
499-75-2,CARVACROL,"CARVACROL; 2-HYDROXY-P-CYMENE; ISOTHYMOL; 1-METHYL-2-HYDROXY-4-ISOPROPYLBENZENE; 2-METHYL-5-ISOPROPYLPHENOL; 2-P-CYMENOL; 5-ISOPROPYL-O-CRESOL; 5-ISOPROPYL-2-METHYLPHENOL; CYMOPHENOL; CYMENE-2-OL, P; PHENOL, 2-METHYL-5-(1-METHYLETHYL); 2-METHYL-5-(1-METHYLETHYL)PHENOL; 6-METHYL-3-ISOPROPYLPHENOL",FLAVORING AGENT OR ADJUVANT
4732-13-2,CARVACRYL ETHYL ETHER,"CARVACRYL ETHYL ETHER; BENZENE, 2-ETHOXY-1-METHYL-4-(1-METHYLETHYL); ETHYL CARVACRYL ETHER; ETHYL CARVACROL; PHENETOLE, 5-ISOPROPYL-2-METHYL; 2-ETHOXY-P-CYMENE; 2-ETHOXY-1-METHYL-4-(1-METHYLETHYL)BENZENE; 5-ISOPROPYL-2-METHYLPHENETOLE",FLAVOR ENHANCER; FLAVORING AGENT OR ADJUVANT
99-48-9,CARVEOL,"CARVEOL; P-MENTHA-6,8-DIEN-2-OL; P-MENTHA-1,8-DIEN-6-OL; 1-METHYL-4-ISOPROPENYL-6-CYCLOHEXEN-2-OL; 2-CYCLOHEXEN-1-OL, 2-METHYL-5-(1-METHYLETHENYL); 2-METHYL-5-(1-METHYLETHENYL)-2-CYCLOHEXEN-1-OL",FLAVOR ENHANCER; FLAVORING AGENT OR ADJUVANT
562-74-3,4-CARVOMENTHENOL,"4-CARVOMENTHENOL; TERPINEN-4-OL; 4-TERPINENOL, DL; P-MENTH-1-EN-4-OL; 1-P-MENTHEN-4-OL; 1-MENTHENE-4-OL; 3-CYCLOHEXEN-1-OL, 4-METHYL-1-(1-METHYLETHYL); 4-METHYL-1-(1-METHYLETHYL)-3-CYCLOHEXEN-1-OL; 4-METHYL-1-ISOPROPYL-3-CYCLOHEXEN-1-OL; 1-METHYL-4-ISOPROPYL-1-CYCLOHEXEN-4-OL; 1-TERPINEN-4-OL; 4-TERPINENOL, (+-); 1-(1-Methylethyl)-4-methyl-3-cyclohexen-1-ol",FLAVOR ENHANCER; FLAVORING AGENT OR ADJUVANT
499-69-4,CARVOMENTHOL,"CARVOMENTHOL; HEXAHYDROCARVACROL; MENTHAN-2-OL, P; 1-METHYL-4-ISOPROPYL-2-CYCLOHEXANOL; 3-ISOPROPYL-6-METHYLCYCLOHEXANOL; P-MENTHAN-2-OL; CYCLOHEXANOL, 2-METHYL-5-(1-METHYLETHYL)-, (1ALPHA,2BETA,5ALPHA)",FLAVORING AGENT OR ADJUVANT
99-49-0,CARVONE,"CARVONE; 1-CARVONE; CARVOL; P-MENTHA-6,8-DIEN-2-ONE; 6,8(9)-P-MENTHADIEN-2-ONE; 2-CYCLOHEXEN-1-ONE, 2-METHYL-5-(1-METHYLETHENYL); 2-METHYL-5-(1-METHYLETHENYL)-2-CYCLOHEXEN-1-ONE; 1-METHYL-4-ISOPROPENYL-6-CYCLOHEXEN-2-ONE",FLAVORING AGENT OR ADJUVANT
18383-49-8,CIS-CARVONE OXIDE,"CARVONE OXIDE, CIS; 1,6-EPOXY-P-MENTH-8-EN-2-ONE, (1S,4R,6S); P-MENTH-8-EN-2-ONE, 1,6-EPOXY-, (1S,4R6S); 7-OXABICYCLO(4.1.0)HEPTAN-2-ONE, 1-METHYL-4-(1-METHYLETHENYL)-, (1S-(1ALPHA,4BETA,6ALPHA)); 1-METHYL-4-(1-METHYLETHENYL)-7-OXABICYCLO(4.1.0)HEPTAN-2-ONE, (1S-(1ALPHA,4BETA,6ALPHA))",FLAVORING AGENT OR ADJUVANT
97-42-7,CARVYL ACETATE,"CARVYL ACETATE; CARVEOL ACETATE; P-MENTHA-6,8-DIEN-2-YL ACETATE; P-MENTHA-6,8-DIEN-2-OL, ACETATE; 2-CYCLOHEXEN-1-OL, 2-METHYL-5-(1-METHYLETHENYL)-, ACETATE; 2-METHYL-5-(1-METHYLETHENYL)-2-CYCLOHEXEN-1-YL ACETATE",FLAVOR ENHANCER; FLAVORING AGENT OR ADJUVANT
929222-96-8,CARVYL PALMITATE,"CARVYL PALMITATE; hexadecanoic acid, 2-methyl-5-(1-methylethenyl)-2-cyclohexen-1-yl ester; 2-methyl-5-(1-methylethenyl)-2-cyclohexen-1-yl hexadecanoate",FLAVORING AGENT OR ADJUVANT
97-45-0,CARVYL PROPIONATE,"CARVYL PROPIONATE; CARVEOL PROPIONATE; P-MENTHA-6,8-DIEN-2-YL PROPIONATE; 2-CYCLOHEXEN-1-OL, 2-METHYL-5-(1-METHYLETHENYL)-, PROPANOATE; 2-METHYL-5-(1-METHYLETHENYL)-2-CYCLOHEXENYL PROPANOATE; P-MENTHA-6,8-DIEN-2-OL, PROPIONATE",FLAVOR ENHANCER; FLAVORING AGENT OR ADJUVANT
87-44-5,BETA-CARYOPHYLLENE,"BETA-CARYOPHYLLENE; CARYOPHYLLENE; 4,11,11-TRIMETHYL-8-METHYLENEBICYCLO(7.2.0)UNDEC-4-ENE, (1R-(1R*,4E,9S)); BICYCLO(7.2.0)UNDEC-4-ENE, 4,11,11-TRIMETHYL-8-METHYLENE-, (1R-(1R*,4E,9S*)); BICYCLO(7.2.0)UNDEC-4-ENE, 4,11,11-TRIMETHYL-8-METHYLENE-, (E)-(1R,9S)-(-); 4,11,11-TRIMETHYL-8-METHYLENEBICYCLO(7.2.0)UNDEC-4-ENE, (E)-(1R,9S)-(-); CARYOPHYLLENE, TRANS; 2-METHYLENE-6,10,10-TRIMETHYLBICYCLO(7.2.0)UNDEC-5-ENE; CARYOPHYLLENE, BETA",COLOR OR COLORING ADJUNCT; FLAVORING AGENT OR ADJUVANT
4586-22-5,CARYOPHYLLENE ALCOHOL,"CARYOPHYLLENE ALCOHOL; ALPHA-CARYOPHYLLENE ALCOHOL; CARYOPHYLLENE ALCOHOL, ALPHA; DECAHYDRO-2,2,4,8-TETRAMETHYL-4,8-METHANOAZULEN-9-OL, STEREOISOMER; 1,2,3,3AALPHA,4,5,6,7,8,8AALPHA-DECAHYDRO-2,2,4BETA,8BETA-TETRAMETHYL-4,8-METHANOAZULEN-9-OL; 11-APOLLANOL; 4,8-METHANOAZULEN-9-OL, DECAHYDRO-2,2,4,8-TETRAMETHYL-, STEREOISOMER; 4,8-METHANOAZULEN-9-OL, 1,2,3,3AALPHA,4,5,6,7,8,8AALPHA-DECAHYDRO-2,2,4BETA,8BETA-TETRAMETHYL",FLAVORING AGENT OR ADJUVANT
17622-35-4,CARYOPHYLLENE ALCOHOL ACETATE,"CARYOPHYLLENE ALCOHOL ACETATE; ALPHA-CARYOPHYLLENE ALCOHOL ACETATE; CARYOPHYLLENE ACETATE; CARYOPHYLLENE ALCOHOL ACETATE, ALPHA; DECAHYDRO-2,2,4,8-TETRAMETHYL-4,8-METHANOAZULEN-9-YL ACETATE, STEREOISOMER; 1,2,3,3AALPHA,4,5,6,7,8,8AALPHA-DECAHYDRO-2,2,4BETA,8BETA-TETRAMETHYL-4,8-METHANOAZULEN-9-YL ACETATE; 4,8-METHANOAZULEN-9-OL, DECAHYDRO-2,2,4,8-TETRAMETHYL-, ACETATE, STEREOISOMER; 4,8-METHANOAZULEN-9-OL, 1,2,3,3AALPHA,4,5,6,7,8,8AALPHA-DECAHYDRO-2,2,4BETA,8BETA-TETRAMETHYL-, ACETATE",FLAVOR ENHANCER; FLAVORING AGENT OR ADJUVANT
57082-24-3,BETA-CARYOPHYLLENE ALCOHOL ACETATE,"BETA-CARYOPHYLLENE ALCOHOL ACETATE; CARYOPHYLLENE ALCOHOL ACETATE, BETA; TRICYCLO(6.3.1.02,5)DODECAN-1-OL, 4,4,8-TRIMETHYL-, ACETATE, (1R-(1ALPHA,2ALPHA,5BETA,8BETA)); 4,4,8-TRIMETHYLTRICYCLO(6.3.1.02,5)DODECAN-1-YL ACETATE, (1R-(1ALPHA,2ALPHA,5BETA,8BETA))",
472-97-9,BETA-CARYOPHYLLENE ALCOHOL,"BETA-CARYOPHYLLENE ALCOHOL; CARYOLAN-1-OL; CARYOPHYLLENE ALCOHOL, BETA; TRICYCLO(6.3.1.02,5)DODECAN-1-OL, 4,4,8-TRIMETHYL-, (1R-(1ALPHA,2ALPHA,5BETA,8BETA)); TRICYCLO(6.3.1.02,5)DODECAN-1-OL, 4,4,8-TRIMETHYL-, STEREOISOMER; 4,4,8-TRIMETHYLTRICYCLO(6.3.1.02,5)DODECAN-1-OL, (1R-(1ALPHA,2ALPHA,5BETA,8BETA)); 4,4,8-TRIMETHYLTRICYCLO(6.3.1.02,5)DODECAN-1-OL, STEREOISOMER",FLAVORING AGENT OR ADJUVANT
1139-30-6,BETA-CARYOPHYLLENE OXIDE,"BETA-CARYOPHYLLENE OXIDE; CARYOPHYLLENE OXIDE, BETA; CARYOPHYLLENE OXIDE; CARYOPHYLLENE, EPOXIDE; CARYOPHYLLENE EPOXIDE; CARYOPHYLLENE OXIDE, TRANS; EPOXYCARYOPHYLLENE; EPOXYDIHYDROCARYOPHYLLENE, (-); 5-OXATRICYCLO(8.2.0.04,6)DODECANE, 4,12,12-TRIMETHYL-9-METHYLENE-, (1R-(1R*,4R*,6R*,10S*)); 4,12,12-TRIMETHYL-9-METHYLENE-5-OXATRICYCLO(8.2.0.04,6)DODECANE, (1R-(1R*,4R*,6R*,10S*)); 5-OXATRICYCLO(8.2.0.04,6)DODECANE, 4,12,12-TRIMETHYL-9-METHYLENE-, (1R,4R,6R,10S); 4,12,12-TRIMETHYL-9-METHYLENE-5-OXATRICYCLO(8.2.0.04,6)DODECANE, (1R,4R,6R,10S); caryophyllene oxide, (-)",FLAVOR ENHANCER; FLAVORING AGENT OR ADJUVANT
977090-83-7,"CASCARA, BITTERLESS, EXTRACT (RHAMNUS PURSHIANA DC.)","CASCARA SAGRADA EXTRACT, DEBITTERED; CASCARA EXTRACT, BITTERLESS; RHAMNUS PURSHIANA EXTRACT, DEBITTERED",COLOR OR COLORING ADJUNCT; FLAVOR ENHANCER; FLAVORING AGENT OR ADJUVANT
977083-53-6,"CASCARILLA BARK, EXTRACT (CROTON SPP.)",CASCARILLA BARK EXTRACT; CROTON ELUTERIA BARK EXTRACT; SWEETWOOD BARK EXTRACT,FLAVORING AGENT OR ADJUVANT
8007-06-5,"CASCARILLA BARK, OIL (CROTON SPP.)","CASCARILLA OIL; CASCARILLA BARK OIL; OILS, CASCARILLA; CROTON ELUTERIA OIL; SWEETWOOD BARK OIL",FLAVORING AGENT OR ADJUVANT
977091-24-9,CASSIA BUDS (CINNAMOMUM CASSIA BLUME),CASSIA BUD; CASSIA FLOWER; CINNAMON FLOWER; CINNAMOMUM CASSIA BUD,FLAVORING AGENT OR ADJUVANT
977017-58-5,"CASSIE, ABSOLUTE (ACACIA FARNESIANA (L.) WILLD.)",CASSIE ABSOLUTE; ACACIA FARNESIANA ABSOLUTE; SWEET ACACIA ABSOLUTE,FLAVOR ENHANCER; FLAVORING AGENT OR ADJUVANT
8023-83-4,"CASTOREUM, EXTRACT (CASTOR SPP.)","CASTOREUM EXTRACT; CASTORIUM EXTRACT; OILS, CASTOREUM; CASTOREUM OIL",FLAVOR ENHANCER; FLAVORING AGENT OR ADJUVANT
977016-89-9,"CASTOREUM, LIQUID (CASTOR SPP.)",CASTOREUM LIQUID; CASTORIUM LIQUID,FLAVOR ENHANCER; FLAVORING AGENT OR ADJUVANT
8001-79-4,CASTOR OIL (RICINUS COMMUNIS L.),CASTOR OIL; PALMA CHRISTI OIL; RICINUS OIL; TANGAN-TANGAN OIL; RICINOL; Ricinus communis seed oil,ANTICAKING AGENT OR FREE-FLOW AGENT; DRYING AGENT; EMULSIFIER OR EMULSIFIER SALT; FLAVOR ENHANCER; FLAVORING AGENT OR ADJUVANT; LUBRICANT OR RELEASE AGENT; SOLVENT OR VEHICLE
977031-84-7,CATALASE FROM ASPERGILLUS NIGER,"CATALASE, ASPERGILLUS NIGER; ASPERGILLUS NIGER CATALASE",ANTIMICROBIAL AGENT; ENZYME; PROCESSING AID
81457-95-6,CATALASE FROM BOVINE LIVER,"CATALASE, BOVINE LIVER; CATALASE (OX LIVER PROTEIN MOIETY REDUCED)",ANTIMICROBIAL AGENT; ENZYME; PROCESSING AID
977090-05-3,CATALASE FROM PENICILLIUM NOTATUM,"CATALASE, PENICILLIUM NOTATUM",ANTIMICROBIAL AGENT; ENZYME; PROCESSING AID
8001-76-1,"CATECHU, BLACK, EXTRACT (ACACIA CATECHU WILLD.)","CATECHU, BLACK, EXTRACT; ACACIA CATECHU EXTRACT; BLACK CUTCH EXTRACT; BLACK CATECHU EXTRACT; ACACIA CATECHU GUM; CASHOO EXTRACT; CATECHU (RESIN); CACHOU EXTRACT; CATECHU EXTRACT, BLACK; CUTCH TREE EXTRACT; PEGU CATECHU EXTRACT",FLAVOR ENHANCER; FLAVORING AGENT OR ADJUVANT
977090-84-8,"CATECHU, BLACK, POWDER (ACACIA CATECHU WILLD.)","CATECHU, BLACK, POWDER; BLACK CATECHU POWDER; ACACIA CATECHU POWDER; CATECHU POWDER, BLACK; CUTCH TREE POWDER",COLOR OR COLORING ADJUNCT; FLAVOR ENHANCER; FLAVORING AGENT OR ADJUVANT
8007-20-3,"CEDAR LEAF, OIL (THUJA OCCIDENTALIS L.)","CEDAR LEAF OIL; THUJA OIL; OILS, CEDAR LEAF; THUJA OCCIDENTALIS OIL",FLAVORING AGENT OR ADJUVANT
68603-22-5,CEDARWOOD OIL ALCOHOLS,"CEDARWOOD OIL ALCOHOL; ALCOHOLS, CEDARWOOD-OIL; CEDARWOOD OIL, ALCOHOL FRACTION",FLAVOR ENHANCER; FLAVORING AGENT OR ADJUVANT
68608-32-2,CEDARWOOD OIL TERPENES,"CEDARWOOD OIL TERPENE; CEDARWOOD OIL TERPENOID; CEDARWOOD OIL, TERPENE FRACTION; TERPENES AND TERPENOIDS, CEDARWOOD-OIL",FLAVOR ENHANCER; FLAVORING AGENT OR ADJUVANT
77-53-2,(+)-CEDROL,"CEDROL; OCTAHYDRO-3,6,8,8-TETRAMETHYL-1H-3A,7-METHANOAZULEN-6-OL, (3R-(3ALPHA,3ABETA,6ALPHA,7BETA,8AALPHA)); 1H-3A,7-METHANOAZULEN-6-OL, OCTAHYDRO-3,6,8,8-TETRAMETHYL-, (3R-(3ALPHA,3ABETA,6ALPHA,7BETA,8AALPHA)); 8BETAH-CEDRAN-8-OL; CEDROL, (+); CEDROL, ALPHA",FLAVORING AGENT OR ADJUVANT
77-54-3,CEDRYL ACETATE,"CEDRYL ACETATE; ACETYL CEDRENE; 8BETA-H-CEDRAN-8-OL, ACETATE; 8BETA-H-CEDRAN-8-YL ACETATE; 1H-3A,7-METHANOAZULEN-6-OL, OCTAHYDRO-3,6,8,8-TETRAMETHYL-, ACETATE, (3R-(3ALPHA,3ABETA,6ALPHA,7BETA,8AALPHA)); OCTAHYDRO-3,6,8,8-TETRAMETHYL-1H-3A,7-METHANOAZULEN-6-YL ACETATE, (3R-(3ALPHA,3ABETA,6ALPHA,7BETA,8AALPHA))",FLAVORING AGENT OR ADJUVANT
977007-75-2,CELERY SEED (APIUM GRAVEOLENS L.),"CELERY SEED; CELERY FRUIT; APIUM GRAVEOLENS SEED; SEED, CELERY",COLOR OR COLORING ADJUNCT; FLAVORING AGENT OR ADJUVANT
89997-35-3,"CELERY SEED, EXTRACT (APIUM GRAVEOLENS L.)","CELERY EXTRACT; CELERY SEED EXTRACT; CELERY, EXT.; APIUM GRAVEOLENS SEED EXTRACT",FLAVORING AGENT OR ADJUVANT
977038-53-1,"CELERY SEED, EXTRACT SOLID (APIUM GRAVEOLENS L.)","CELERY SEED EXTRACT, SOLID; APIUM GRAVEOLENS SEED EXTRACT, SOLID",FLAVORING AGENT OR ADJUVANT
8015-90-5,"CELERY SEED, OIL (APIUM GRAVEOLENS L.)","CELERY OIL; CELERY SEED OIL; OILS, CELERY; APIUM GRAVEOLENS SEED OIL",FLAVORING AGENT OR ADJUVANT; SOLVENT OR VEHICLE
977090-86-0,"CELERY SEED, OLEORESIN",CELERY SEED OLEORESIN,FLAVORING AGENT OR ADJUVANT
977122-87-4,CELLULASE FROM TRICHODERMA LONGIBRACHIATUM,"CELLULASE, TRICHODERMA LONGIBRACHIATUM; CELLULASE, TRICHODERMA REESEI; TRICHODERMA LONGIBRACHIATUM CELLULASE",ENZYME
9013-34-7,"CELLULOSE, DIETHYLAMINOETHYL","DIETHYLAMINOETHYL CELLULOSE; CELLULOSE, 2-(DIETHYLAMINO)ETHYL ETHER; 2-(DIETHYLAMINO)ETHYL CELLULOSE",
9004-59-5,"CELLULOSE, METHYL ETHYL","ETHYL METHYL CELLULOSE; CELLULOSE, ETHYL METHYL ETHER; METHYLETHYLCELLULOSE; METHYL ETHYL CELLULOSE; METHYLETHYL CELLULOSE",EMULSIFIER OR EMULSIFIER SALT; PROPELLANT
9012-09-3,CELLULOSE TRIACETATE,"CELLULOSE TRIACETATE; CELLULOSE, TRIACETATE",
977052-77-9,CENTAURY (CENTAURIUM UMBELLATUM GILIB.),"CENTAURY; ERYTHRAEA CENTAURIUM; BITTER HERB; BLOODWORT; CENTAURIUM ERYTHRAEA; CENTAURIUM UMBELLATUM; CENTAURY, MINOR; COMMON CENTAURY; LESSER CENTAURY; CENTAURY, LESSER",FLAVOR ENHANCER; FLAVORING AGENT OR ADJUVANT
977104-98-5,"CEREAL SOLIDS, HYDROLYZED","HYDROLYZED CEREAL SOLIDS; CEREAL SOLIDS, HYDROLYZED",SOLVENT OR VEHICLE
36653-82-4,CETYL ALCOHOL,"CETYL ALCOHOL; ALCOHOL(C16); CETANOL; HEXADECYL ALCOHOL, NORMAL; PALMITYL ALCOHOL; 1-HEXADECANOL; C16 ALCOHOL; FATTY ALCOHOL(C16); HEXADECANOL-1; 1-CETANOL",FLAVORING AGENT OR ADJUVANT
977007-26-3,CHAMOMILE FLOWER (ANTHEMIS NOBILIS L.),"CHAMOMILE, ENGLISH; ANTHEMIS; CAMOMILE, ENGLISH; CHAMOMILE, ROMAN; CHAMOMILE FLOWER, ENGLISH; ANTHEMIS NOBILIS FLOWER; ANTHEMIS NOBILIS; CHAMAEMELUM NOBILE; ENGLISH CHAMOMILE; ROMAN CHAMOMILE",FLAVORING AGENT OR ADJUVANT
8002-66-2,"CHAMOMILE FLOWER, HUNGARIAN, OIL (MATRICARIA CHAMOMILLA L.)","CHAMOMILE OIL, GERMAN; CHAMOMILE OIL, BLUE; CHAMOMILE OIL, HUNGARIAN; CHAMOMILE FLOWER OIL, HUNGARIAN; OILS, CHAMOMILE, GERMAN",FLAVORING AGENT OR ADJUVANT
977001-96-9,CHAMOMILE FLOWER (MATRICARIA CHAMOMILLA L.),"CHAMOMILE, GERMAN; CAMOMILE, GERMAN; CHAMOMILE FLOWER, HUNGARIAN; CHAMOMILE, HUNGARIAN; CHAMOMILE FLOWER, GERMAN; MATRICARIA CHAMOMILLA FLOWER; MATRICARIA RECUTITA; HUNGARIAN CHAMOMILE; TRUE CHAMOMILE; SWEET FALSE CHAMOMILE; WILD CHAMOMILE; GERMAN CHAMOMILE; MATRICARIA CHAMOMILLA; CHAMOMILE, TRUE; CHAMOMILLA RECUTITA",
8015-92-7,"CHAMOMILE FLOWER, OIL (ANTHEMIS NOBILIS L.)","CHAMOMILE OIL, ENGLISH; ANTHEMIS NOBILIS FLOWER OIL; CHAMOMILE OIL, ROMAN; CHAMOMILE FLOWER OIL, ROMAN; CHAMOMILE FLOWER OIL, ENGLISH; OILS, CHAMOMILE",FLAVORING AGENT OR ADJUVANT
84649-86-5,"CHAMOMILE FLOWER, ROMAN, EXTRACT (ANTHEMIS NOBILIS L.)","CHAMOMILE EXTRACT, ENGLISH; ANTHEMIS NOBILIS, EXT.; ANTHEMIS NOBILIS EXTRACT; CHAMOMILE EXTRACT, ROMAN; CHAMOMILE FLOWER EXTRACT, ROMAN",FLAVORING AGENT OR ADJUVANT
977102-14-9,CHAR SMOKE FLAVOR,"CHAR SMOKE FLAVOR; SMOKE FLAVOR, CHAR",FLAVOR ENHANCER; FLAVORING AGENT OR ADJUVANT
84604-07-9,"CHERRY BARK, WILD, EXTRACT (PRUNUS SEROTINA EHRH.)","WILD CHERRY EXTRACT; PRUNUS SEROTINA EXTRACT; CHERRY BARK, WILD, EXTRACT; PRUNUS SEROTINA, EXT.",FLAVOR ENHANCER; FLAVORING AGENT OR ADJUVANT
977052-78-0,CHERRY-LAUREL LEAVES (PRUNUS LAUROCERASUS L.),CHERRY LAUREL; LAUROCERASUS; PRUNUS LAUROCERASUS; CHERRY LAUREL LEAF,FLAVORING AGENT OR ADJUVANT
8000-44-0,"CHERRY LAUREL, OIL (PRUNUS LAUROCERASUS L.) (FFPA)","CHERRY LAUREL OIL; OILS, CHERRY LAUREL; PRUNUS LAUROCERASUS OIL",FLAVOR ENHANCER; FLAVORING AGENT OR ADJUVANT
977038-56-4,CHERRY-LAUREL WATER (PRUNUS LAUROCERASUS L.),CHERRY LAUREL WATER; LAUROCERASUS WATER; PRUNUS LAUROCERASUS WATER,FLAVOR ENHANCER; FLAVORING AGENT OR ADJUVANT
977038-54-2,"CHERRY PITS, EXTRACT (PRUNUS SPP.)",CHERRY KERNEL EXTRACT; CHERRY PIT EXTRACT,FLAVORING AGENT OR ADJUVANT
1338-80-3,CHERVIL (ANTHRISCUS CEREFOLIUM (L.) HOFFM.),CHERVIL; ANTHRISCUS CEREFOLIUM; CERFEUIL (ANTHRISCUS CEREFOLIUM); SALAD CHERVIL,FLAVORING AGENT OR ADJUVANT
85085-20-7,"CHERVIL, EXTRACT (ANTHRISCUS CEREFOLIUM L.)","CHERVIL EXTRACT; ANTHRISCUS CEREFOLIUM, EXT.",FLAVORING AGENT OR ADJUVANT
977052-79-1,CHESTNUT LEAVES (CASTANEA DENTATA (MARSH.) BORKH.),CHESTNUT LEAF; CASTANEA DENTATA LEAF,FLAVORING AGENT OR ADJUVANT
977023-21-4,"CHESTNUT LEAVES, EXTRACT (CASTANEA DENTATA (MARSH.) BORKH.)",CHESTNUT LEAF EXTRACT; CASTANEA DENTATA LEAF EXTRACT,FLAVOR ENHANCER; FLAVORING AGENT OR ADJUVANT
977038-58-6,"CHESTNUT LEAVES, EXTRACT SOLID (CASTANEA DENTATA (MARSH.) BORKH.)","CHESTNUT LEAF EXTRACT, SOLID; CASTANEA DENTATA LEAF EXTRACT, SOLID",FLAVOR ENHANCER; FLAVORING AGENT OR ADJUVANT
8021-77-0,CHICLE (MANILKARA ZAPOTILLA GILLY AND M. CHICLE GILLY),CHICLE,MASTICATORY SUBSTANCE
977081-42-7,"CHICLE, VENEZUELAN (MANILKARA WILLIAMSII STANDLEY AND RELATED SPP.)","CHICLE, VENEZUELAN; VENEZUELAN CHICLE",MASTICATORY SUBSTANCE
68650-43-1,"CHICORY, EXTRACT (CICHORIUM INTYBUS L.)","CHICORY EXTRACT; CICHORIUM INTYBUS ROOT EXTRACT; CHICORY ROOT EXTRACT; CHICORY, EXT.",COLOR OR COLORING ADJUNCT; FLAVOR ENHANCER; FLAVORING AGENT OR ADJUVANT
977011-40-7,CHILTE (CNIDOSCOLUS (ALSO KNOWN AS JATROPHA) SPP.),CHILTE,MASTICATORY SUBSTANCE
977052-58-6,CHIQUIBUL (MANILKARA ZAPOTILLA GILLY),CHIQUIBUL,MASTICATORY SUBSTANCE
977052-80-4,CHIRATA (SWERTIA CHIRATA BUCH.-HAM.),CHIRATA; CHIRETTA; SWERTIA CHIRATA; CHIRAYTA; BITTER STICK; EAST INDIAN BALMONY; OPHELIA CHIRATA,FLAVORING AGENT OR ADJUVANT
90604-50-5,"CHIRATA, EXTRACT (SWERTIA CHIRATA BUCH.-HAM.)","CHIRATA EXTRACT; CHIRATA, EXT.; SWERTIA CHIRATA EXTRACT; EAST INDIAN BALMONY EXTRACT",FLAVORING AGENT OR ADJUVANT
977050-37-5,CHIVES (ALLIUM SCHOENOPRASUM L.),CHIVE; ALLIUM SCHOENOPRASUM; CIBOULETTE OU CIVETTE (ALLIUM SCHOENOPRASUM),FLAVOR ENHANCER; FLAVORING AGENT OR ADJUVANT
7782-50-5,CHLORINE,CHLORINE; CHLORINE GAS,ANTIMICROBIAL AGENT; FUMIGANT; OXIDIZING OR REDUCING AGENT; PH CONTROL AGENT
